0,000056381859287582
0,000050443307669066
0,000076177031349301
0,000088054134586333
0,000050443307669066
0,000086074617380161
0,000103890272235708
0,000101910755029536
0,000092013168998677
0,000141501099152975
0,000111808341060396
0,000161296271214694
0,000183070960482585
0,000214743235781336
0,000165255305627038
0,000240476959461571
0,000299862475646729
0,000289964889615869
0,00021
0,000271125095068918
0,00027310461227509
0,000413650333913297
0,000381978058614546
0,000449281643624392
0,000490851504954002
0,000680885156746507
0,000748188741756353
0,00085904170530198
0,00104313680547597
0,00117576445828949
0,00144101976391653
0,00161719679526583
0,00199924361605701
0,0024584916078889
0,00253173374451726
0,00349179958951064
0,00425193419668066
0,00538817707302335
0,00678175718616838
0,0090264236689301
0,0163605326571696
0,0273919153826359
0,0421545358247734
0,0592885493901545
0,0758705432568896
0,0880883868982013
0,0926648547986808
0,0883214459013193
0,0763843697159875
0,0601359266923311
0,0433424036115931
0,0288598649237785
0,0179994983836985
0,0107189129768912
0,0082683746080035
0,00678967525499307
0,00548913245053812
0,00474681349822364
0,0039530270985487
0,00332947917860454
0,00300483835679235
0,00263862767365054
0,00238722898846671
0,0020071616848817
0,00192204244501631
0,00170627506954357
0,00154593417584364
0,0013935113509684
0,00127671983580426
0,00129255597345363
0,00117576445828949
0,00100750549576488
0,00102136211620808
0,00096197660002292
0,00097187418605378
0,00086893929133284
0,00086300073971432
0,00088081639456987
0,000789758603085963
0,00084914411927112
0,000682864673952679
0,000692762259983539
0,000688803225571195
0,000617540606149006
0,000641294812623069
0,000621499640561349
0,000613581571736662
0,0006531719158601
0,000647233364241584
0,000568052675994707
0,000566073158788536
0,000623479157767521
0,000573991227613223
0,00056013460717002
0,000532421366283613
0,000463138264067595
0,000459179229655251
0,000528462331871269
0,000518564745840409
0,000526482814665097
0,000461158746861423
0,000494810539366346
0,000486892470541658
0,000480953918923143
0,0005
0,000419588885531813
0,000451261160830564
0,000391875644645406
0,000391875644645406
0,000370100955377515
0,000431465988768845
0,000356244334934311
0,0004
0,00042
0,000415629851119469
0,000379998541408374
0,000340408197284936
0,000348326266109624
0,000352285300521967
0,000366141920965171
0,000366141920965171
0,000368121438171343
0,000308735921986185
0,000312694956398529
0,0003446964566642
0,000346716606065657
0,000344143233697634
0,000346914557786274
0,000319986247564672
0,000350778054447141
0,000345330944021337
0,000382046820791182
0,000350374545492431
0,000387985372409698
0,00038006730358501
0,000366210683141806
0,000356313097110947
0,000358292614317119
0,000336517925049227
0,000368190200347978
0,000310784201368992
0,000350374545492431
0,000332558890636884
0,000332558890636884
0,000356313097110947
0,000312763718575164
0,000342456476667743
0,000366210683141806
0,00032859985622454
0,000374128751966494
0,00032859985622454
0,000316722752987508
0,000342456476667743
0,000336517925049227
0,000294948063719617
0,000310784201368992
0,000298907098131961
0,000344435993873915
0,000338497442255399
0,000314743235781336
0,000358292614317119
0,000324640821812196
0,00032859985622454
0,000348395028286259
0,000350374545492431
0,000348395028286259
0,000316722752987508
0,000314743235781336
0,000306825166956649
0,000300886615338133
0,000302866132544305
0,000336517925049227
0,000342456476667743
0,000344435993873915
0,000289009512101101
0,000300886615338133
0,000342456476667743
0,000332558890636884
0,000324640821812196
0,000316722752987508
0,00031870227019368
0,000322661304606024
0,000326620339018368
0,000326620339018368
0,000287029994894929
0,000292968546513445
0,000294948063719617
0,000263275788420866
0,000290989029307273
0,000332558890636884
0,000338497442255399
0,000330579373430712
0,000336517925049227
0,00031870227019368
0,000320681787399852
0,000287029994894929
0,000356313097110947
0,000338497442255399
0,000283070960482585
0,000330579373430712
0,000330579373430712
0,000342456476667743
0,000306825166956649
0,00031870227019368
0,000292968546513445
0,000296927580925789
0,000290989029307273
0,000314743235781336
0,000308804684162821
0,000289009512101101
0,000338497442255399
0,000308804684162821
0,000342456476667743
0,000322661304606024
0,000292968546513445
0,000275152891657898
0,000326620339018368
0,000294948063719617
0,000296927580925789
0,000346415511080087
0,000308804684162821
0,000336517925049227
0,000334538407843056
0,000338497442255399
0,000330579373430712
0,000326620339018368
0,000296927580925789
0,00032859985622454
0,000352354062698603
