2,38E-04
2,38E-04
2,44E-04
2,75E-04
2,38E-04
2,21E-04
2,44E-04
2,21E-04
2,42E-04
2,32E-04
2,42E-04
2,47E-04
2,47E-04
2,48E-04
2,14E-04
2,63E-04
2,50E-04
2,41E-04
2,56E-04
2,50E-04
2,48E-04
2,60E-04
2,51E-04
2,53E-04
2,87E-04
2,63E-04
2,57E-04
2,75E-04
2,83E-04
2,95E-04
2,87E-04
2,90E-04
2,90E-04
3,04E-04
3,10E-04
3,34E-04
3,37E-04
3,31E-04
3,21E-04
3,51E-04
3,87E-04
3,69E-04
3,93E-04
4,33E-04
4,20E-04
4,89E-04
5,07E-04
5,42E-04
6,65E-04
6,74E-04
7,69E-04
7,92E-04
9,25E-04
1,13E-03
1,29E-03
1,46E-03
1,67E-03
2,00E-03
2,52E-03
2,93E-03
3,71E-03
4,69E-03
6,15E-03
8,98E-03
1,36E-02
2,27E-02
3,38E-02
4,80E-02
6,01E-02
7,07E-02
7,67E-02
7,93E-02
8,00E-02
7,87E-02
7,52E-02
7,09E-02
6,43E-02
5,51E-02
4,43E-02
3,35E-02
2,46E-02
1,64E-02
1,13E-02
8,11E-03
6,22E-03
4,99E-03
4,35E-03
3,59E-03
3,11E-03
2,90E-03
2,66E-03
2,46E-03
2,19E-03
1,99E-03
1,85E-03
1,75E-03
1,67E-03
1,48E-03
1,53E-03
1,49E-03
1,36E-03
1,37E-03
1,33E-03
1,29E-03
1,23E-03
1,23E-03
1,16E-03
1,14E-03
1,12E-03
1,10E-03
1,11E-03
1,05E-03
1,08E-03
1,09E-03
1,04E-03
1,06E-03
9,98E-04
1,01E-03
9,83E-04
1,08E-03
1,05E-03
9,96E-04
1,01E-03
1,04E-03
1,05E-03
1,02E-03
1,08E-03
1,09E-03
1,05E-03
1,08E-03
1,07E-03
1,04E-03
1,05E-03
1,14E-03
1,06E-03
1,08E-03
1,20E-03
1,20E-03
1,29E-03
1,28E-03
1,21E-03
1,24E-03
1,26E-03
1,35E-03
1,32E-03
1,38E-03
1,45E-03
1,52E-03
1,57E-03
1,62E-03
1,65E-03
1,78E-03
1,70E-03
1,89E-03
1,83E-03
1,93E-03
2,07E-03
2,13E-03
2,44E-03
2,37E-03
2,44E-03
2,63E-03
2,69E-03
2,76E-03
2,81E-03
3,05E-03
2,99E-03
3,28E-03
3,24E-03
3,50E-03
3,83E-03
4,04E-03
4,34E-03
4,51E-03
4,49E-03
4,57E-03
4,64E-03
4,67E-03
4,74E-03
4,74E-03
4,86E-03
4,82E-03
5,11E-03
5,23E-03
5,43E-03
5,49E-03
5,66E-03
5,69E-03
5,64E-03
5,56E-03
5,41E-03
5,21E-03
4,86E-03
4,74E-03
4,08E-03
4,11E-03
3,86E-03
3,76E-03
3,66E-03
3,70E-03
3,87E-03
3,80E-03
3,84E-03
4,00E-03
3,85E-03
3,95E-03
3,92E-03
3,66E-03
3,44E-03
3,22E-03
3,02E-03
2,86E-03
2,66E-03
2,60E-03
2,62E-03
2,50E-03
2,92E-03
2,89E-03
3,20E-03
3,38E-03
3,67E-03
3,89E-03
4,07E-03
4,05E-03
4,20E-03
4,33E-03
4,06E-03
3,97E-03
3,78E-03
3,54E-03
3,32E-03
3,06E-03
2,73E-03
2,53E-03
2,25E-03
2,09E-03
2,02E-03
1,95E-03
1,91E-03
1,94E-03
2,14E-03
2,32E-03
2,40E-03
2,69E-03
2,91E-03
3,37E-03
3,62E-03
3,89E-03
4,25E-03
4,41E-03
4,80E-03
5,03E-03
5,23E-03
5,30E-03
5,30E-03
5,86E-03
5,88E-03
5,72E-03
5,71E-03
5,68E-03
5,67E-03
5,23E-03
5,06E-03
4,94E-03
4,51E-03
4,43E-03
4,12E-03
3,78E-03
3,73E-03
3,38E-03
3,09E-03
2,87E-03
2,67E-03
2,29E-03
2,35E-03
2,18E-03
1,85E-03
1,77E-03
1,67E-03
1,40E-03
1,41E-03
1,14E-03
1,11E-03
1,02E-03
9,93E-04
7,78E-04
7,81E-04
7,22E-04
7,06E-04
5,85E-04
5,07E-04
5,28E-04
4,83E-04
4,06E-04
4,23E-04
4,12E-04
3,88E-04
3,40E-04
3,42E-04
3,43E-04
2,96E-04
3,02E-04
2,99E-04
2,89E-04
2,63E-04
2,74E-04
2,59E-04
2,59E-04
2,45E-04
2,66E-04
2,56E-04
2,45E-04
2,30E-04
2,42E-04
2,30E-04
2,20E-04
2,38E-04
2,39E-04
2,54E-04
2,35E-04
2,33E-04
2,11E-04
2,24E-04
2,05E-04
2,26E-04
2,17E-04
2,20E-04
2,33E-04
2,14E-04
2,17E-04
2,26E-04
2,11E-04
2,15E-04
2,33E-04
2,32E-04
2,12E-04
1,97E-04
2,21E-04
2,18E-04
2,39E-04
2,14E-04
2,17E-04
2,27E-04
2,03E-04
2,06E-04
2,27E-04
2,11E-04
2,08E-04
2,24E-04
2,29E-04
2,24E-04
2,12E-04
2,11E-04
2,23E-04
2,21E-04
2,21E-04
2,05E-04
2,17E-04
1,94E-04
2,05E-04
